country,bromeliad_id,day,class,ord,family,subfamily,genus,species,abundance,size_mm,dry_mass_mg,bromspecies,predator,resource
bras,E22,15/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp3,1,1.34,0.089,alcantarea_imperialis,absent,enriched
bras,E22,15/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp6,1,1.49,0.038,alcantarea_imperialis,absent,enriched
bras,E19,15/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E13,15/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,3.25,0.175,alcantarea_imperialis,present,control
bras,E26,15/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,2.38,0.159,alcantarea_imperialis,absent,control
bras,E26,15/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,absent,control
bras,E26,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,11,NA,NA,alcantarea_imperialis,absent,control
bras,E11,15/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,present,control
bras,E12,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E12,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,3,NA,NA,alcantarea_imperialis,present,control
bras,E18,15/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E18,15/04/2022,Hexapoda,Diptera,NA,NA,NA,sp6,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E18,15/04/2022,???,worm,NA,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E5,15/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,3,NA,NA,alcantarea_imperialis,present,enriched
bras,E5,15/04/2022,Hexapoda,Lepidoptera,NA,NA,NA,larva6,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E4,15/04/2022,Hexapoda,Hemiptera,NA,NA,NA,nymph2,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E7,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,19,NA,NA,alcantarea_imperialis,present,enriched
bras,E7,15/04/2022,Hexapoda,Hemiptera,NA,NA,NA,nymph2,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E31,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,4,NA,NA,alcantarea_imperialis,absent,control
bras,E31,15/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,absent,control
bras,E19,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,2,NA,NA,alcantarea_imperialis,absent,enriched
bras,E13,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,18,NA,NA,alcantarea_imperialis,present,control
bras,E3,15/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,14,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,15/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E1,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,4,NA,NA,alcantarea_imperialis,present,enriched
bras,E1,15/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E16,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,7,NA,NA,alcantarea_imperialis,present,control
bras,E21,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,9,NA,NA,alcantarea_imperialis,absent,enriched
bras,E21,15/04/2022,Hexapoda,Collembola,NA,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E30,15/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E12,16/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp3,1,NA,NA,alcantarea_imperialis,present,control
bras,E12,16/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,present,control
bras,E12,16/04/2022,Hexapoda,Hemiptera,NA,NA,NA,nymph8,1,NA,NA,alcantarea_imperialis,present,control
bras,E18,16/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,2,NA,NA,alcantarea_imperialis,absent,enriched
bras,E18,16/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E3,16/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E24,16/04/2022,Hexapoda,Coleoptera,Chrysomelidae,Alticinae,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E24,16/04/2022,Hexapoda,Hemiptera,NA,NA,NA,nymph6,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E24,16/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,2,NA,NA,alcantarea_imperialis,absent,enriched
bras,E7,16/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E7,16/04/2022,Hexapoda,Lepidoptera,NA,NA,NA,larva7,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E7,16/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E11,16/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,3,NA,NA,alcantarea_imperialis,present,control
bras,E11,16/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E11,16/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,present,control
bras,E27,16/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,absent,control
bras,E27,16/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E26,16/04/2022,Hexapoda,Collembola,NA,NA,NA,sp1,2,NA,NA,alcantarea_imperialis,absent,control
bras,E28,16/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,11,NA,NA,alcantarea_imperialis,absent,control
bras,E28,16/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,absent,control
bras,E28,16/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E28,16/04/2022,Hexapoda,Hymenoptera,NA,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,absent,control
bras,E13,16/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E13,16/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E2,16/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E21,16/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E6,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,2,NA,NA,alcantarea_imperialis,present,enriched
bras,E12,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,2,NA,NA,alcantarea_imperialis,present,control
bras,E12,18/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,2,NA,NA,alcantarea_imperialis,present,control
bras,E12,18/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,2.33,0.157,alcantarea_imperialis,present,control
bras,E8,18/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E8,18/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,2,NA,NA,alcantarea_imperialis,present,enriched
bras,E8,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E8,18/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,2,NA,NA,alcantarea_imperialis,present,enriched
bras,E8,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp4,1,1.2,0.027,alcantarea_imperialis,present,enriched
bras,E8,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp8,2,NA,NA,alcantarea_imperialis,present,enriched
bras,E18,18/04/2022,Hexapoda,Coleoptera,Chrysomelidae,Alticinae,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E18,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,2,NA,NA,alcantarea_imperialis,absent,enriched
bras,E18,18/04/2022,Hexapoda,Hymenoptera,NA,NA,NA,sp6,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E10,18/04/2022,Hexapoda,Diptera,Tipulidae,NA,NA,sp2,1,6.1,0.89,alcantarea_imperialis,present,control
bras,E10,18/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E10,18/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E10,18/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,4,NA,NA,alcantarea_imperialis,present,control
bras,E24,18/04/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E24,18/04/2022,Hexapoda,Coleoptera,Curculionidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E24,18/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,2.45,0.167,alcantarea_imperialis,absent,enriched
bras,E24,18/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E30,18/04/2022,Arachnida,Araneae,Salticidae,NA,NA,sp3,1,NA,NA,alcantarea_imperialis,absent,control
bras,E30,18/04/2022,Hexapoda,Psocoptera,NA,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E30,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,absent,control
bras,E7,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E2,18/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,15,NA,NA,alcantarea_imperialis,present,enriched
bras,E2,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E17,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,2,NA,NA,alcantarea_imperialis,absent,enriched
bras,E23,18/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E11,18/04/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E11,18/04/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,control
bras,E11,18/04/2022,Hexapoda,Diptera,NA,NA,NA,sp8,1,NA,NA,alcantarea_imperialis,present,control
bras,E27,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,7,NA,NA,alcantarea_imperialis,absent,control
bras,E27,18/04/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,sp3,1,NA,NA,alcantarea_imperialis,absent,control
bras,E27,18/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E27,18/04/2022,Hexapoda,Diptera,Phoridae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E27,18/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,control
bras,E27,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp4,1,1.44,NA,alcantarea_imperialis,absent,control
bras,E15,18/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,2,NA,NA,alcantarea_imperialis,present,control
bras,E15,18/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,2,NA,NA,alcantarea_imperialis,present,control
bras,E15,18/04/2022,Hexapoda,Diptera,NA,NA,NA,sp9,1,NA,NA,alcantarea_imperialis,present,control
bras,E15,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp9,1,NA,NA,alcantarea_imperialis,present,control
bras,E15,18/04/2022,Hexapoda,Diptera,Tipulidae,NA,NA,sp3,1,6.08,0.492,alcantarea_imperialis,present,control
bras,E1,18/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,11,NA,NA,alcantarea_imperialis,present,enriched
bras,E16,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,2,NA,NA,alcantarea_imperialis,present,control
bras,E9,18/04/2022,Hexapoda,Lepidoptera,NA,NA,NA,sp6,1,NA,NA,alcantarea_imperialis,present,control
bras,E9,18/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E9,18/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,3,NA,NA,alcantarea_imperialis,present,control
bras,E32,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,absent,control
bras,E19,18/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E19,18/04/2022,Hexapoda,Diptera,NA,NA,NA,sp4,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E13,18/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E13,18/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,3,NA,NA,alcantarea_imperialis,present,control
bras,E13,18/04/2022,Hexapoda,Diptera,NA,NA,NA,sp7,1,NA,NA,alcantarea_imperialis,present,control
bras,E3,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp4,1,1.24,NA,alcantarea_imperialis,present,enriched
bras,E3,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E6,18/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp2,2,NA,NA,alcantarea_imperialis,present,enriched
bras,E31,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp4,1,1.41,0.039,alcantarea_imperialis,absent,control
bras,E31,18/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E14,18/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,control
bras,E14,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,present,control
bras,E14,18/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp4,1,NA,NA,alcantarea_imperialis,present,control
bras,E1,18/04/2022,Hexapoda,Diptera,Phoridae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E1,18/04/2022,Hexapoda,Diptera,Psychodidae,NA,NA,sp2,2,NA,NA,alcantarea_imperialis,present,enriched
bras,E1,18/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E20,18/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,3.16,0.247,alcantarea_imperialis,absent,enriched
bras,E28,18/04/2022,Hexapoda,Diptera,Tipulidae,NA,NA,sp3,1,4.57,1.208,alcantarea_imperialis,absent,control
bras,E28,18/04/2022,Hexapoda,Diptera,Tipulidae,NA,NA,sp3,1,3.86,0.517,alcantarea_imperialis,absent,control
bras,E28,18/04/2022,Hexapoda,Diptera,Phoridae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E28,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp7,1,1.67,0.033,alcantarea_imperialis,absent,control
bras,E28,18/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp10,1,NA,NA,alcantarea_imperialis,absent,control
bras,E23,18/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,2.99,0.116,alcantarea_imperialis,absent,enriched
bras,E23,18/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,3.36,0.2,alcantarea_imperialis,absent,enriched
bras,E25,19/04/2022,Arachnida,Araneae,NA,NA,NA,sp3,1,NA,NA,alcantarea_imperialis,absent,control
bras,E5,19/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E20,19/04/2022,Arachnida,Araneae,Salticidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E27,19/04/2022,Hexapoda,Lepidoptera,NA,NA,NA,larva7,1,NA,NA,alcantarea_imperialis,absent,control
bras,E15,19/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E15,19/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,1.98,0.02,alcantarea_imperialis,present,control
bras,E15,19/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp5,1,1.03,0.011,alcantarea_imperialis,present,control
bras,E9,19/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E9,19/04/2022,Hexapoda,Diptera,NA,NA,NA,sp4,1,NA,NA,alcantarea_imperialis,present,control
bras,E16,19/04/2022,Hexapoda,Coleoptera,Chrysomelidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E21,19/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E21,19/04/2022,Arachnida,Araneae,Salticidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E28,19/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E8,19/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E19,19/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp4,1,1.34,0.035,alcantarea_imperialis,absent,enriched
bras,E19,19/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E6,19/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp4,1,1.46,0.04,alcantarea_imperialis,present,enriched
bras,E6,19/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp5,1,0.81,0.026,alcantarea_imperialis,present,enriched
bras,E3,19/04/2022,Hexapoda,Diptera,Dolichopodidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E13,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E13,20/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp8,1,NA,NA,alcantarea_imperialis,present,control
bras,E28,20/04/2022,Hexapoda,Lepidoptera,NA,NA,NA,larva8,1,NA,NA,alcantarea_imperialis,absent,control
bras,E28,20/04/2022,Hexapoda,Diptera,Culicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E28,20/04/2022,Hexapoda,Diptera,NA,NA,NA,sp6,1,NA,NA,alcantarea_imperialis,absent,control
bras,E21,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E21,20/04/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E21,20/04/2022,Arachnida,Araneae,NA,NA,NA,sp3,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E1,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E1,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,5,NA,NA,alcantarea_imperialis,present,enriched
bras,E1,20/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp5,1,1.05,0.029,alcantarea_imperialis,present,enriched
bras,E1,20/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp3,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E9,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,control
bras,E9,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E9,20/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E9,20/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,present,control
bras,E32,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,2,NA,NA,alcantarea_imperialis,absent,control
bras,E32,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,2,NA,NA,alcantarea_imperialis,absent,control
bras,E15,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E15,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,6,NA,NA,alcantarea_imperialis,present,control
bras,E4,20/04/2022,Hexapoda,Hymenoptera,Vespidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E27,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E23,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E23,20/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp3,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E31,20/04/2022,Hexapoda,Diptera,Asilidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E5,20/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E5,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,20/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp3,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,20/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp9,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,20/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp5,1,0.98,0.035,alcantarea_imperialis,present,enriched
bras,E3,20/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp5,2,NA,NA,alcantarea_imperialis,present,enriched
bras,E25,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,3,NA,NA,alcantarea_imperialis,absent,control
bras,E25,20/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E25,20/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp4,1,1.73,0.043,alcantarea_imperialis,absent,control
bras,E25,20/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,control
bras,E10,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E10,20/04/2022,Hexapoda,Diptera,Tipulidae,NA,NA,sp3,1,4.34,0.728,alcantarea_imperialis,present,control
bras,E8,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E18,20/04/2022,Hexapoda,Hemiptera,Cicadellidae,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E18,20/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E18,20/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E12,20/04/2022,Hexapoda,Coleoptera,Curculionidae,Entiminae,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E17,20/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp7,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E17,20/04/2022,Hexapoda,Diptera,Chironomidae,NA,NA,sp5,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E7,21/04/2022,Hexapoda,Diptera,NA,NA,NA,sp7,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E24,21/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,absent,enriched
bras,E3,21/04/2022,Hexapoda,Collembola,NA,NA,NA,sp2,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E3,21/04/2022,Hexapoda,Diptera,Cecidomyiidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
bras,E10,21/04/2022,Hexapoda,Diptera,NA,NA,NA,unid_escaped,1,NA,NA,alcantarea_imperialis,present,control
bras,E10,21/04/2022,Hexapoda,Collembola,NA,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,control
bras,E10,21/04/2022,Hexapoda,Hemiptera,NA,NA,NA,nymph9,1,NA,NA,alcantarea_imperialis,present,control
bras,E25,21/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,absent,control
bras,E25,21/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp2,1,1.01,0.039,alcantarea_imperialis,absent,control
bras,E25,21/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp2,1,1.14,0.065,alcantarea_imperialis,absent,control
bras,E25,21/04/2022,Hexapoda,Diptera,Ceratopogonidae,NA,NA,sp5,1,0.84,0.033,alcantarea_imperialis,absent,control
bras,E6,21/04/2022,Hexapoda,Hymenoptera,Formicidae,NA,NA,sp1,1,NA,NA,alcantarea_imperialis,present,enriched
